#Name;GATT Uuid;Read service;Write Service;
BT_V5_8110 BLE;000018F0-0000-1000-8000-00805F9B34FB;00002AF0-0000-1000-8000-00805F9B34FB;00002AF1-0000-1000-8000-00805F9B34FB
BT_V5_8110;000018F0-0000-1000-8000-00805F9B34FB;00002AF0-0000-1000-8000-00805F9B34FB;00002AF1-0000-1000-8000-00805F9B34FB
KFBT-*;00001800-0000-1000-8000-00805F9B34FB;0000FFE4-0000-1000-8000-00805F9B34FB;0000FFE9-0000-1000-8000-00805F9B34FB
